dependency,frequency,norm,samples
( VBG dobj NN ) ( NN nmod:poss CD ) ( CD case POS ) ( NN cc CC ) ( NN conj NN ) ( VBG nmod NN ) ( NN case IN ),1.0,0.000375939849624,"Pointing one's torso and feet toward the subject
"
( VBG nmod NN ) ( NN case IN ) ( NN compound NN ) ( NN cc CC ) ( NN conj JJ ),1.0,0.000375939849624,"Fiddling with jewelry or other items
"
( VBG cc CC ) ( VBG conj VBG ) ( VBG dobj NN ) ( VBG nmod NN ) ( NN advmod RB ) ( NN case IN ),1.0,0.000375939849624,"Jamming or cramming things away without care
"
( VBG xcomp VB ) ( VB mark TO ) ( VB ccomp VBN ) ( VBN nsubjpass WP ) ( VBN auxpass VB ) ( VBN cc CC ) ( VBN conj VBN ),1.0,0.000375939849624,"Scrambling to reverse what was said or done
"
( VBG dobj NN ) ( NN appos NN ) ( NN amod JJ ),1.0,0.000375939849624,"Twisting the mouth, a soured expression
"
( NN amod JJ ) ( NN nmod NN ) ( NN case TO ) ( NN appos NN ) ( NN nmod NN ) ( NN case IN ),1.0,0.000375939849624,"A soft tap to the arm, a pat on the back
"
( VBG dobj NN ) ( VBG compound:prt RP ) ( VBG cc CC ) ( VBG conj VBG ),1.0,0.000375939849624,"Tilting the chin down and frowning
"
( VBG nmod NN ) ( NN case TO ) ( NN amod JJ ) ( VBG nmod NN ) ( NN case IN ) ( NN amod JJ ),1.0,0.000375939849624,"Jumping to extreme anger with little provocation
"
( NN amod JJ ) ( NN acl:relcl VBZ ),1.0,0.000375939849624,"A slow smile that builds
"
( VBG dobj NN ) ( NN nmod:poss CD ) ( CD case POS ) ( VBG nmod NN ) ( NN case TO ) ( VBG cc CC ) ( VBG conj VBG ) ( VBG dobj NN ),1.0,0.000375939849624,"Tilting one's head to the side and pursing the lips
"
( VBZ nsubj NN ) ( NN acl:relcl JJ ) ( JJ cop VBN ),1.0,0.000375939849624,"Eyes that are bright, glossy
"
( VBG dobj NN ) ( NN conj NN ) ( NN amod JJ ) ( NN cc CC ) ( NN conj NN ) ( NN amod JJ ),1.0,0.000375939849624,"Avoiding crowds, large events, or social situations
"
( VBG ccomp VB ) ( VB nsubj NN ),1.0,0.000375939849624,"Squeezing the eyes shut
"
( VBG xcomp NN ) ( NN amod JJR ) ( VBG nmod NN ) ( NN case IN ),1.0,0.000375939849624,"Becoming less verbal over time
"
( VBG dobj NN ) ( VBG dep VBG ) ( VBG ccomp VB ) ( VB nsubj PRP ) ( VB nmod NN ) ( NN case TO ),1.0,0.000375939849624,"Retracting the arms, bringing them close to the torso
"
( NN nmod NN ) ( NN case TO ) ( NN appos NN ) ( NN acl VBG ) ( VBG dobj NN ) ( VBG advmod RB ),1.0,0.000375939849624,"chin to chest, arms holding the body tight
"
( VBG dobj NN ) ( VBG cc CC ) ( VBG conj VBG ) ( VBG dobj NN ) ( VBG nmod PRP ) ( PRP case IN ),1.0,0.000375939849624,"Flipping hair or combing fingers through it
"
( VBG dobj NN ) ( NN nmod:poss CD ) ( CD case POS ) ( VBG advmod RB ) ( RB cc CC ) ( RB conj RB ),1.0,0.000375939849624,"swinging one's legs back and forth
"
( NN acl:relcl VB ) ( VB aux VBN ) ( VB neg RB ) ( VB xcomp VB ) ( VB mark TO ) ( VB advmod RB ) ( RB advmod RB ),1.0,0.000375939849624,"Eyes that don't seem to blink often enough
"
( JJ cc CC ) ( JJ conj VBN ) ( VBN dobj NN ),1.0,0.000375939849624,"Flushed or mottled skin
"
( JJ nsubj NN ) ( NN amod JJ ) ( NN amod JJ ) ( NN cc RB ) ( RB dep IN ) ( NN conj NN ) ( JJ cop VBZ ) ( JJ neg RB ) ( JJ advmod RB ) ( JJ xcomp VBG ) ( VBG nmod TO ),1.0,0.000375939849624,"Limited verbal responses, as if the target isn't even worth talking to
"
( VBG cc CC ) ( VBG conj VBG ) ( VBG dobj NN ) ( NN nmod:poss CD ) ( CD case POS ) ( VBG nmod NN ) ( NN case TO ) ( NN amod JJ ),1.0,0.000375939849624,"Swinging or tapping one's foot to an easy beat
"
( NN acl:relcl VBN ) ( VBN auxpass VBN ) ( VBN xcomp JJ ),1.0,0.000375939849624,"Legs that are planted wide
"
( VBG dobj NN ) ( VBG cc CC ) ( VBG conj VBG ) ( VBG advmod RB ) ( RB advmod RB ) ( VBG xcomp VB ) ( VB mark TO ) ( VB dobj NN ),1.0,0.000375939849624,"Lifting the heels and rising up slightly to emphasize words
"
( VBG xcomp JJ ) ( JJ advmod RB ) ( VBG cc CC ) ( VBG conj JJ ) ( JJ advmod RB ),1.0,0.000375939849624,"Feeling too hot or too cold
"
( NN appos NN ) ( NN advmod RB ),1.0,0.000375939849624,"Singing, humming, chanting
"
( RB nmod:npmod NN ),1.0,0.000375939849624,"hands up
"
( NN amod JJ ) ( NN conj NN ) ( NN cc CC ) ( NN conj NN ) ( NN compound NN ),1.0,0.000375939849624,"An unclean home, room, or office space
"
( VBG dobj NN ) ( NN cc CC ) ( NN conj NN ) ( VBG nmod NN ) ( NN case IN ),1.0,0.000375939849624,"Verbalizing thoughts and feelings without hesitation
"
( NN dep VBG ) ( VBG dobj NN ) ( VBG nmod NN ) ( NN case IN ) ( NN amod JJ ),1.0,0.000375939849624,"Arms crossing the stomach in a protective huddle
"
( NN amod JJ ) ( NN cc CC ) ( NN acl VBG ) ( VBG xcomp JJ ),1.0,0.000375939849624,"Knees loosening and feeling weak
"
( NN acl VB ) ( VB mark TO ) ( VB conj VB ) ( VB cc CC ) ( VB conj VB ),1.0,0.000375939849624,"A need to know, touch, or understand
"
( VBG dobj NN ) ( VBG conj VBG ) ( VBG nmod TO ) ( VBG cc CC ) ( VBG conj VBG ) ( VBG dobj NN ),1.0,0.000375939849624,"Telling jokes, adding to or steering a conversation
"
( VBG dobj NN ) ( VBG compound:prt RP ) ( VBG advcl VB ) ( VB mark TO ) ( VB dobj NN ),1.0,0.000375939849624,"Shoving people aside to reach the enemy
"
( VB dobj NN ) ( NN acl:relcl VBZ ) ( VBZ advmod RB ) ( RB nmod:npmod NN ) ( VBZ advmod RB ),1.0,0.000375939849624,"Apt dialogue that sums up the situation perfectly
"
( VBG dobj NN ) ( VBG nmod NN ) ( NN case IN ) ( NN cc CC ) ( NN conj NN ) ( NN amod JJ ),1.0,0.000375939849624,"Displaying affection with friends or loved ones
"
( VBG advmod RBR ) ( VBG nmod NN ) ( NN case TO ) ( NN cc CC ) ( NN conj NN ),1.0,0.000375939849624,"Clambering closer to a group or event
"
( VB dobj NN ) ( VB nmod NN ) ( NN case IN ),1.0,0.000375939849624,"Visible tension in the muscles
"
( VBG dobj NN ) ( VBG nmod NN ) ( NN case IN ) ( NN nmod:poss NN ) ( NN amod JJ ) ( NN case POS ) ( NN amod JJ ) ( NN conj NN ) ( NN cc CC ) ( NN conj NN ),1.0,0.000375939849624,"Seeking comfort by touching one's own hair, neck, or clothing
"
( VBG advmod RB ) ( VBG cc CC ) ( VBG conj NN ) ( NN case IN ),1.0,0.000375939849624,"Sighing heavily or with exaggeration
"
( VBG neg RB ) ( VBG nmod NN ) ( NN case IN ) ( NN amod JJ ),1.0,0.000375939849624,"Not engaging in further conversation
"
( VBG compound:prt RP ) ( VBG advcl VBG ) ( VBG mark IN ),1.0,0.000375939849624,"Looking down while walking
"
( VBG compound:prt RP ) ( VBG xcomp VB ) ( VB mark TO ) ( VBG cc CC ) ( VBG conj VBG ) ( VBG advmod RB ) ( VBG advmod RB ) ( RB advmod RB ) ( RB advcl RB ) ( RB mark IN ) ( RB dep JJ ),1.0,0.000375939849624,"Reaching out to touch and then pulling back as if not worthy
"
( NN acl:relcl VBN ) ( VBN dobj JJ ) ( JJ amod JJ ) ( JJ amod JJ ),1.0,0.000375939849624,"Eyes that appear cold, dead, flat
"
( VBG dobj NN ) ( VBG nmod NN ) ( NN case IN ) ( NN acl VB ) ( VB mark TO ) ( VB dobj NN ),1.0,0.000375939849624,"Jotting notes as a way to delay answering
"
( VBG cc RB ) ( RB mwe IN ) ( VBG conj VBG ) ( VBG cc CC ) ( VBG conj VBG ) ( VBG advmod RB ),1.0,0.000375939849624,"Fidgeting instead of sitting or standing still
"
( VB acl:relcl VBZ ) ( VB nmod NN ) ( NN case IN ) ( NN cc CC ) ( NN conj NN ),1.0,0.000375939849624,"Attention that snaps toward sound or movement
"
( VBG dobj NN ) ( VBG nmod NN ) ( NN case IN ) ( VBG nmod NN ) ( NN case TO ) ( NN nmod NN ) ( NN case IN ),1.0,0.000375939849624,"Cracking the neck from side to side for intimidation
"
( JJ nsubj NN ) ( NN acl VBG ) ( VBG nmod CD ) ( CD case IN ) ( JJ cop VBZ ),1.0,0.000375939849624,"Hands curling around one's middle
"
( VB dobj NN ) ( NN amod JJ ) ( JJ advmod RB ) ( NN acl VB ) ( VB mark TO ) ( VB advmod RB ),1.0,0.000375939849624,"Thoughts scatter, too excited to think straight
"
( VBG dobj NN ) ( NN amod JJ ) ( NN amod JJ ),1.0,0.000375939849624,"burning the same scented candle
"
( VBG advcl JJ ) ( JJ case TO ),1.0,0.000375939849624,"Pretending to faint
"
( NN case VBG ) ( NN amod JJ ),1.0,0.000375939849624,"Following the aggrieved party
"
( NN nsubj NN ) ( NN amod VBG ) ( NN nmod CD ) ( CD case IN ) ( NN cop VBZ ),1.0,0.000375939849624,"Rising color in one's cheeks
"
( VB dobj NN ) ( NN compound NN ) ( NN cc CC ) ( NN conj NN ),1.0,0.000375939849624,"Notable weight loss or gain
"
( VBG dobj NN ) ( NN nmod NN ) ( NN case IN ) ( NN compound NN ) ( NN cc CC ) ( NN conj NN ),1.0,0.000375939849624,"Biting the inside of the cheek or bottom lip
"
( NN acl:relcl JJ ) ( JJ cop VBN ) ( JJ advmod RB ) ( JJ xcomp JJ ),1.0,0.000375939849624,"Eyes that are cold, hard, flinty
"
( NNP nmod NN ) ( NN case IN ) ( NN nmod NN ) ( NN case IN ) ( NN compound VBG ) ( VBG cc CC ) ( VBG conj VBG ),1.0,0.000375939849624,"Pain in the jaw from clenching or grinding teeth
"
( VBG advcl VB ) ( VB mark IN ),1.0,0.000375939849624,"Flinching if touched
"
( JJ cop VBG ),1.0,0.000375939849624,"Being confrontational
"
( VBG dep VBG ) ( VBG advmod RB ),1.0,0.000375939849624,"Flinching, jerking back
"
( VBG advmod RB ) ( RB advmod RB ) ( VBG dobj NN ) ( NN compound NN ),1.0,0.000375939849624,"Sitting together so the legs touch
"
( VBG compound:prt RP ) ( VBG nmod NN ) ( NN case IN ) ( VBG cc CC ) ( VBG conj VBG ) ( VBG compound:prt RP ) ( VBG nmod NN ) ( NN case IN ),1.0,0.000375939849624,"Dropping out of activities and moving away from friendships
"
( JJ dep NN ) ( JJ advmod RB ) ( JJ ccomp VBZ ) ( VBZ nsubj PRP ) ( VBZ dobj PRP ) ( VBZ nmod NN ) ( NN case IN ) ( NN cc CC ) ( NN conj NN ),1.0,0.000375939849624,"A longing so intense it manifests itself as an ache or pain
"
( NNP compound NNP ) ( NNP acl:relcl VBZ ) ( VBZ nmod NN ) ( NN case TO ) ( NN amod JJ ),1.0,0.000375939849624,"Rapid blinking that leads to a wide-eyed look
"
( VBG dobj NN ) ( VBG advcl JJ ) ( JJ case IN ),1.0,0.000375939849624,"Stretching the arms out wide
"
( NN nummod CD ),1.0,0.000375939849624,"Skin flushing
"
( VBG dobj NN ) ( VBG advmod RB ) ( VBG nmod NN ) ( NN case IN ) ( VBG cc CC ) ( VBG conj VBG ) ( VBG dobj NN ),1.0,0.000375939849624,"Tipping the head back for a moment and closing the eyes
"
( JJ amod JJ ) ( JJ dep VB ) ( VB mark TO ) ( VB xcomp JJ ),1.0,0.000375939849624,"Shifting, unable to get comfortable
"
( NNP compound NNP ) ( NNP appos NN ) ( NNP dep NN ),1.0,0.000375939849624,"Facial tics, muscles that jump
"
( VB advmod RB ) ( RB cc CC ) ( RB conj RB ),1.0,0.000375939849624,"Leaning back or away
"
( NN compound NNP ) ( NN appos NN ) ( NN amod JJ ),1.0,0.000375939849624,"Sparkling eyes, a weightless gaze
"
( VBG nmod:tmod NN ) ( NN compound NN ) ( VBG advmod RB ),1.0,0.000375939849624,"Letting the head fall back
"
( VBG advmod CC ) ( CC advmod RB ) ( CC conj NN ) ( NN advmod RB ) ( NN advmod RB ) ( NN case IN ),1.0,0.000375939849624,"Being snarky or rude, seemingly without cause
"
( VBG dobj NN ) ( NN nmod NN ) ( NN case IN ) ( VBG advcl VB ) ( VB mark IN ) ( VB mark IN ) ( VB mark TO ) ( VB dobj NN ),1.0,0.000375939849624,"Gripping the sides of the head as if to cover the ears
"
( VBG dobj NN ) ( VBG nmod NN ) ( NN case IN ) ( NN nmod:poss CD ) ( CD case POS ) ( NN compound NN ) ( VBG advcl VBG ) ( VBG dobj NN ) ( VBG advmod RB ),1.0,0.000375939849624,"Hooking thumbs into one's belt loops, thrusting the pelvis forward
"
( VBG nmod NN ) ( NN case IN ) ( VBG advmod RB ) ( VBG cc CC ) ( VBG conj NN ) ( NN case IN ),1.0,0.000375939849624,"Huddling in the corner, behind, or against something
"
( VBG dobj NN ) ( NN cc CC ) ( NN conj NN ) ( VBG advmod RB ) ( RB advmod RB ),1.0,0.000375939849624,"Holding the knees and legs tightly together
"
( VB dobj NN ) ( NN amod JJ ) ( VB advcl VBG ) ( VBG xcomp NN ),1.0,0.000375939849624,"Increased physical contact, becoming touchy-feely
"
( RB dep RB ),1.0,0.000375939849624,"Shoulders back
"
( VBG dobj NN ) ( NN nmod NN ) ( NN case IN ) ( NN nummod CD ) ( VBG advcl VBG ) ( VBG mark IN ) ( VBG dobj NN ) ( VBG nmod JJ ) ( JJ case IN ),1.0,0.000375939849624,"Cupping an elbow with one hand while tapping the lips with the other
"
( VB nmod NN ) ( NN case IN ) ( NN cc CC ) ( NN conj NN ) ( NN amod JJ ) ( VB xcomp VBG ) ( VBG dobj NN ),1.0,0.000375939849624,"Tightness in the jaw and facial muscles, causing discomfort
"
( VBG nmod NN ) ( NN case IN ) ( VBG dep VBG ) ( VBG xcomp VB ) ( VB mark TO ) ( VB xcomp VB ) ( VB cc CC ) ( VB conj VB ) ( VB dobj PRP ),1.0,0.000375939849624,"Grabbing onto another person, refusing to let go or leave them
"
( VBG dobj NN ) ( NN amod JJ ) ( VBG xcomp VB ) ( VB mark TO ) ( VB ccomp JJ ) ( JJ mark IN ) ( JJ nsubj NN ) ( JJ cop VBZ ),1.0,0.000375939849624,"Asking redundant questions to assure that the moment is real
"
( VBZ nsubj NN ) ( VBZ compound:prt RP ),1.0,0.000375939849624,"The chin dipping down
"
( VBG dobj NN ) ( NN acl VB ) ( VB mark IN ) ( VB nsubj WP ),1.0,0.000375939849624,"Verbalizing responsibility for what happened
"
( VBG xcomp VB ) ( VB mark TO ) ( VB xcomp VB ) ( VB mark TO ) ( VB dobj NN ) ( NN amod JJ ),1.0,0.000375939849624,"Struggling to speak, to find the right words
"
( VB xcomp VBG ) ( VBG compound:prt RP ) ( VBG nmod NN ) ( NN case IN ) ( NN appos NN ) ( NN amod JJ ),1.0,0.000375939849624,"Tendons standing out in the neck, a visible pulse
"
( VBG nmod NN ) ( NN case IN ) ( VBG xcomp VB ) ( VB mark TO ) ( VB compound:prt RP ),1.0,0.000375939849624,"Plucking at clothes to cool down
"
( VBG dep VBG ) ( VBG nmod NN ) ( NN case IN ) ( NN nmod:poss PRP$ ),1.0,0.000375939849624,"hugging, reaching for their hands
"
( VBG compound:prt RP ) ( VBG dobj NN ) ( VBG dep VBG ) ( VBG advmod RB ),1.0,0.000375939849624,"Blowing out the cheeks, then releasing
"
( VB nsubj NN ),1.0,0.000375939849624,"Arms crossed
"
( NN dep VB ) ( VB conj VB ) ( VB cc CC ) ( VB conj VB ),1.0,0.000375939849624,"A playful pinch, nudge, or shove
"
( VBN nsubj NNP ) ( VBN dobj NN ) ( VBN advmod RB ),1.0,0.000375939849624,"A gaze that flicks upward
"
( NNP dep VBG ) ( VBG advmod RB ),1.0,0.000375939849624,"Chin poking forward
"
( VBG cc CC ) ( VBG conj VBG ) ( VBG dobj NN ) ( NN compound NN ),1.0,0.000375939849624,"Touching or holding the object close
"
( VBG nmod NN ) ( NN case IN ) ( NN cc CC ) ( NN conj NN ) ( VBG dep VBG ) ( VBG compound:prt RP ) ( VBG nmod NN ) ( NN case TO ) ( NN amod JJ ),1.0,0.000375939849624,"Sagging against a door or wall, reaching out to steady oneself
"
( VBG dobj NN ) ( VBG nmod NN ) ( NN case IN ) ( NN nmod NN ) ( NN case IN ) ( NN nmod:poss CD ) ( CD case POS ),1.0,0.000375939849624,"Rubbing a hand against the front of one's shirt
"
( RB dep NN ),1.0,0.000375939849624,"Friendliness, even with those not in one's own social circle
"
( VBG dobj NN ) ( VBG nmod NN ) ( NN case IN ) ( NN advmod RB ),1.0,0.000375939849624,"Dragging the hands through the hair repeatedly
"
( NNP dep VBG ) ( VBG nmod NN ) ( NN case TO ) ( NN nmod:poss CD ) ( CD case POS ),1.0,0.000375939849624,"Chin lowering to one's chest
"
( NN case VBG ) ( NN acl VBG ) ( VBG advmod RB ),1.0,0.000375939849624,"Starting rumors, acting catty
"
( NNP nmod CD ) ( CD case IN ),1.0,0.000375939849624,"Leaning against one another
"
( NNP nmod NN ) ( NN case IN ) ( NN acl VBG ) ( VBG nmod NN ) ( NN case IN ),1.0,0.000375939849624,"Sound of heartbeat thrashing in the ears
"
( VB ccomp VBG ) ( VBG dep VBG ),1.0,0.000375939849624,"Nose running, sniffing
"
( VBG compound:prt RP ) ( VBG dobj NN ) ( NN nmod NN ) ( NN case IN ),1.0,0.000375939849624,"counting out arguments on fingers
"
( VBG dobj NN ) ( VBG compound:prt RP ) ( VBG nmod NN ) ( NN case TO ) ( NN nmod:poss NN ) ( NN case POS ),1.0,0.000375939849624,"Drawing knees up to the body's core
"
( NN dep NN ) ( NN amod JJ ) ( NN advmod RBR ),1.0,0.000375939849624,"Breaths coming coarser, faster
"
( JJ dep NN ) ( JJ nmod NN ) ( NN case IN ) ( NN acl VBN ),1.0,0.000375939849624,"A voice devoid of emotion, deadpan
"
( VBZ nsubj NN ) ( NN nmod:poss CD ) ( CD case POS ) ( NN acl VBN ) ( VBN auxpass VBG ),1.0,0.000375939849624,"Organizing one's things, being prepared
"
( VBN nmod NN ) ( NN case IN ) ( NN nmod NN ) ( NN case IN ),1.0,0.000375939849624,"Pain in the back of the throat
"
( NN compound NN ) ( NN nmod NN ) ( NN case IN ) ( NN amod JJ ) ( JJ advmod RB ),1.0,0.000375939849624,"Sudden explosions over seemingly little things
"
( VBG xcomp JJ ),1.0,0.000375939849624,"Going silent
"
( JJ dep NN ) ( NN cc CC ) ( NN conj NN ) ( NN nmod:poss NN ) ( NN amod JJ ) ( NN case POS ),1.0,0.000375939849624,"Closing or curling one's hands inward
"
( VBG advmod RB ) ( RB advmod RB ) ( VBG xcomp VB ) ( VB mark TO ) ( VB dobj NN ) ( VB cc CC ) ( VB conj VB ),1.0,0.000375939849624,"Taking too long to answer a question or respond
"
( VBG nmod NN ) ( NN case IN ) ( NN nmod:poss NN ) ( NN case POS ) ( VBG advcl RB ) ( RB case IN ) ( RB advcl JJ ) ( JJ case IN ),1.0,0.000375939849624,"Holding onto someone's hand for longer than necessary
"
( VBG advmod RB ) ( VBG dobj NN ) ( NN nmod:poss CD ) ( CD case POS ) ( NN acl VB ) ( VB mark TO ),1.0,0.000375939849624,"Consciously forcing one's limbs to relax
"
( VBN nsubjpass NN ) ( VBN auxpass VBN ) ( VBN advmod RB ),1.0,0.000375939849624,"Words are chosen deliberately
"
( VBG dobj NN ) ( NN amod JJ ) ( VBG advcl VB ) ( VB mark TO ) ( VB dobj NN ),1.0,0.000375939849624,"Making pointed suggestions to alleviate the annoyance
"
( NN acl VB ) ( VB mark TO ) ( VB dobj NN ) ( VB advmod RB ),1.0,0.000375939849624,"An inability to fill lungs completely
"
( VBG cc CC ) ( VBG conj VBG ) ( VBG iobj NN ) ( VBG dobj NN ) ( NN amod JJ ),1.0,0.000375939849624,"Winking or giving someone an easy nod
"
( VB nmod NN ) ( NN case IN ) ( VB cc CC ) ( VB conj VB ),1.0,0.000375939849624,"Pain in the ribs or stomach
"
( VBG dobj NN ) ( NN amod JJ ) ( VBG cc CC ) ( VBG conj VBG ) ( VBG dobj NNP ),1.0,0.000375939849624,"Uttering a soft curse or thanking God
"
( VBG dobj NNP ) ( NNP cc CC ) ( NNP conj NNP ) ( VBG advcl VBZ ) ( VBZ advmod WRB ) ( VBZ nsubj PRP ) ( VBZ xcomp JJ ),1.0,0.000375939849624,"Muttering Uh-huh or Yeah when it seems appropriate
"
( VBG nmod PRP ) ( PRP case TO ),1.0,0.000375939849624,"Talking to oneself
"
( JJ dep VBG ) ( VBG nmod NN ) ( NN case IN ) ( NN appos NN ) ( NN amod JJ ),1.0,0.000375939849624,"Skin bunching around the eyes, a pained stare
"
( VBG nmod NN ) ( NN case IN ) ( NN amod JJ ) ( JJ advmod RB ) ( VBG xcomp VB ) ( VB mark TO ),1.0,0.000375939849624,"Picking at food, too excited to eat
"
( VBG advmod RB ) ( VBG dobj NN ) ( NN acl VB ) ( VB mark TO ) ( VB advcl VBN ) ( VBN mark IN ) ( VBN nsubj NN ) ( NN compound NN ) ( VBN aux VBZ ),1.0,0.000375939849624,"Obsessively checking the phone to see if the love interest has called
"
( VBZ nsubj NN ) ( NN appos NN ) ( NN acl VBG ) ( VBG compound:prt RP ) ( VBG nmod NN ) ( NN case IN ),1.0,0.000375939849624,"Eyes narrowing, eyebrows pulling down in concentration
"
( VB advmod RB ) ( RB cc CC ) ( RB conj RB ) ( VB nmod NN ) ( NN case IN ) ( NN nmod NN ) ( NN case IN ),1.0,0.000375939849624,"Leaning back or away from the source of discomfort
"
( NN acl:relcl VBG ) ( VBG aux VBZ ) ( VBG advcl VBG ) ( VBG mark RB ) ( RB mwe IN ),1.0,0.000375939849624,"A tiredness that is fulfilling rather than exhausting
"
( VBG xcomp JJ ) ( JJ nsubj NN ) ( JJ advmod RB ),1.0,0.000375939849624,"Planting the feet wide apart
"
( VBG advcl VBG ) ( VBG mark IN ) ( VBG nsubj NN ) ( VBG dobj NN ) ( NN amod JJ ) ( NN case POS ),1.0,0.000375939849624,"Sitting with knees touching the other person's
"
( NN nmod NN ) ( NN case IN ) ( NN nmod NN ) ( NN case IN ) ( NN cc CC ) ( NN conj NN ),1.0,0.000375939849624,"Beads of sweat on the lip or forehead
"
( VBG cc CC ) ( VBG conj VBG ) ( VBG dobj NN ) ( NN amod JJ ) ( NN acl JJ ) ( JJ mark TO ) ( JJ cop VB ) ( JJ case IN ) ( JJ amod JJ ),1.0,0.000375939849624,"Ignoring or neglecting other friends to be with the significant other
"
( VBG conj VBG ) ( VBG nmod NN ) ( NN case IN ) ( NN nmod:poss NN ) ( NN case POS ) ( VBG cc CC ) ( VBG conj VBG ) ( VBG dobj PRP ),1.0,0.000375939849624,"Hugging, grabbing onto someone's arm and holding it
"
( VBG dobj NN ) ( VBG advcl VB ) ( VB mark TO ) ( VB dobj NN ) ( NN nmod NN ) ( NN case IN ) ( NN nmod:poss CD ) ( CD case POS ),1.0,0.000375939849624,"Making promises to convince others of one's worthiness
"
( VBG cc CC ) ( VBG conj VBG ) ( VBG nmod CD ) ( CD case IN ),1.0,0.000375939849624,"Babbling or talking over one another in a group setting
"
( VBG xcomp NN ) ( NN amod JJ ) ( VBG advcl VBZ ) ( VBZ advmod WRB ) ( VBZ expl EX ) ( VBZ nsubj NN ),1.0,0.000375939849624,"Becoming extra animated when there's an audience
"
( VB dobj NN ) ( NN conj NN ) ( NN amod VBG ) ( NN cc CC ) ( NN conj NN ) ( NN amod JJ ) ( NN acl VBG ) ( VBG mark IN ) ( VBG ccomp VB ) ( VB nsubj PRP ),1.0,0.000375939849624,"Tangled hair, overlong nails, and other signs of letting oneself go
"
( NN dep NN ) ( NN nmod NN ) ( NN case IN ) ( NN cc CC ) ( NN conj NN ),1.0,0.000375939849624,"A voice that rises in volume or intensity
"
( VBG dobj NN ) ( NN compound NN ) ( VBG dep VBG ) ( VBG dobj NN ) ( NN amod JJ ),1.0,0.000375939849624,"Snapping a pencil tip, using unnecessary force
"
( VB nsubj NNP ) ( VB nmod NN ) ( NN case IN ),1.0,0.000375939849624,"Palms stuffed into pockets 
"
( VBG dobj NN ) ( NN acl:relcl VBZ ) ( VBZ dobj NN ) ( VBZ nmod NN ) ( NN case TO ) ( NN nmod:poss CD ) ( CD case POS ) ( NN amod JJS ),1.0,0.000375939849624,"Assuming a pose that draws attention to one's best attributes
"
( VBG cc CC ) ( VBG conj VBG ) ( VBG advmod RB ),1.0,0.000375939849624,"Stiffening and going still
"
( VB xcomp VBG ) ( VBG nmod NN ) ( NN case IN ) ( NN nmod:poss CD ) ( CD case POS ) ( NN amod JJ ),1.0,0.000375939849624,"Hand splaying across one's upper chest
"
( VBG dobj NN ) ( VBG dep VBG ) ( VBG compound:prt RP ) ( VBG nmod NN ) ( NN case IN ) ( NN compound NN ) ( VBG nmod NN ) ( NN case TO ),1.0,0.000375939849624,"Shielding the body, angling away from those bearing witness to shame
"
( VBG dobj NN ) ( NN nmod:poss CD ) ( CD case POS ) ( NN dep RP ) ( NN nmod NN ) ( NN case IN ),1.0,0.000375939849624,"Laying one's head down on the table
"
( VBN nsubj NN ) ( NN amod VBG ) ( NN nmod NN ) ( NN case IN ) ( NN amod JJ ) ( NN acl VB ) ( VB mark TO ) ( VB dobj NN ) ( NN amod JJ ) ( VBN advmod RBR ),1.0,0.000375939849624,"Phrasing questions in a positive way to make the other person feel better
"
( VBG ccomp VB ) ( VB dobj WP ) ( VB nsubj NN ) ( VB aux VBZ ) ( VB dep JJ ) ( JJ advmod RB ) ( JJ nmod NN ) ( NN case IN ),1.0,0.000375939849624,"Repeating what someone has said, purposely devoid of all emotion
"
( VB advcl VBG ) ( VB nsubj NN ) ( VB nmod NN ) ( NN case IN ) ( NN nmod:poss CD ) ( CD case POS ),1.0,0.000375939849624,"Listening, arms crossed over one's chest
"
( NN dep RB ) ( NN advmod RB ),1.0,0.000375939849624,"Emphatically saying No
"
( VBG dobj NN ) ( VBG advcl VBN ) ( VBN mark RB ) ( RB mwe IN ) ( VBN nsubj PRP ),1.0,0.000375939849624,"Adjusting clothes as if they chafe
"
( NN case VBG ) ( NN nmod NN ) ( NN case IN ),1.0,0.000375939849624,"Including others in the moment
"
( NNP nmod NN ) ( NN case IN ) ( NN nmod:poss CD ) ( CD case POS ) ( NN amod JJ ),1.0,0.000375939849624,"Vandalism of one's own things
"
( VBZ nsubj NN ) ( NN appos NN ) ( NN amod JJ ) ( NN appos NN ) ( NN amod JJ ),1.0,0.000375939849624,"Stiff posture, rigid muscles, a corded neck
"
( VBG dobj NN ) ( NN nmod NN ) ( NN case IN ) ( VBG advcl VB ) ( VB mark TO ) ( VB compound:prt RP ) ( VB dobj NN ),1.0,0.000375939849624,"Pressing a palm over the lips to hold back a cry
"
( VB compound:prt RP ) ( VB nmod NN ) ( NN case IN ) ( NN amod JJ ),1.0,0.000375939849624,"Hands up in a defensive stance
"
( VBG nmod NN ) ( NN case IN ) ( NN nmod NN ) ( NN case IN ) ( NN cc CC ) ( NN conj NN ),1.0,0.000375939849624,"Lingering at the edge of a group or event
"
( VBZ nsubj NN ) ( NN acl:relcl VBZ ) ( VBZ nmod NN ) ( NN case CC ) ( VBZ compound:prt RP ),1.0,0.000375939849624,"A mouth that opens but nothing comes out
"
( VBG dep NN ) ( VBG cc CC ) ( VBG conj JJ ),1.0,0.000375939849624,"Shoulders dropping or slumping
"
